Trans. Date,Post Date,Description,Amount,Category
04/06/2019,04/07/2019,"TARGET OLATHE KS",-49.07,"Payments and Credits"
04/07/2019,04/07/2019,"ALDI 46095 OLATHE KS",48.74,"Supermarkets"
04/07/2019,04/07/2019,"GOODWILL OVERLAND PARK OVERLAND PARKKS",35.91,"Merchandise"
04/07/2019,04/07/2019,"IMAGE NAILS OVERLAND PARKKS",31.00,"Services"
04/07/2019,04/07/2019,"INTUIT *TURBOTAX 800-446-8848 CAIGS 110068772132",231.08,"Merchandise"
04/07/2019,04/07/2019,"MARSHALLS #0609 OLATHE KS",94.94,"Merchandise"
04/07/2019,04/07/2019,"OLD NAVY US 7817 OLATHE KS00732R",13.79,"Merchandise"
04/07/2019,04/07/2019,"ULTA#1284 OLATHE KS",12.70,"Merchandise"
04/07/2019,04/09/2019,"MARSHALLS #0609 OLATHE KS",-109.25,"Payments and Credits"
04/07/2019,04/09/2019,"OLD NAVY ON-LINE 800-OLDNAVY OH",-13.14,"Payments and Credits"
04/08/2019,04/08/2019,"GROOPDEALZ 844-234-2987 UT",19.17,"Merchandise"
04/08/2019,04/08/2019,"PRIME VIDEO*MW93X6Y61 888-802-3080 WA3ESLJTREVI2",14.99,"Merchandise"
04/09/2019,04/09/2019,"AMAZON PRIME AMZN.COM/BILLWA2APE48NJSF8",12.99,"Merchandise"
04/09/2019,04/09/2019,"AMAZON.COM*MW3KI7732 AMZN.COM/BILLWAU67LBK84WKR",14.87,"Merchandise"
04/09/2019,04/09/2019,"MI RANCHITO 6 OVERLAND PARKKS",30.18,"Restaurants"
04/09/2019,04/09/2019,"NORDSTROM DIRECT #0808 CEDAR RAPIDS IA",27.59,"Department Stores"
04/09/2019,04/09/2019,"POTTERY BARN KIDS E-CO 800-290-8181 CA0966 15544721321613909",18.60,"Merchandise"
04/09/2019,04/09/2019,"WALGREENS #4221 OVERLAND PARKKS",21.25,"Merchandise"
04/11/2019,04/11/2019,"SHERWIN WILLIAMS 707530 OLATHE KS",8.36,"Home Improvement"
04/11/2019,04/11/2019,"TST* MCLAIN S BAKERY - O KANSAS CITY MO",3.18,"Restaurants"
04/12/2019,04/12/2019,"BANFIELD-PET*WPPAYMENT 866-894-7927 WA",34.95,"Merchandise"
04/12/2019,04/12/2019,"HY VEE 1463 OLATHE KS",36.82,"Supermarkets"
04/12/2019,04/12/2019,"INTERNET PAYMENT - THANK YOU",-1704.58,"Payments and Credits"
04/12/2019,04/12/2019,"LAMARS DONUTS KU OVERLAND PARKKS",3.92,"Restaurants"
04/12/2019,04/12/2019,"LOWE'S OF OLATHE, KS OLATHE KS",317.37,"Home Improvement"
04/12/2019,04/12/2019,"STARBUCKS STORE 13646 OVERLAND PARKKS016P34I1SVNR703743",3.98,"Restaurants"
04/12/2019,04/12/2019,"TST* MCLAIN S BAKERY - O KANSAS CITY MO",3.18,"Restaurants"
04/13/2019,04/13/2019,"ALDI 46051 OVERLAND PAR KS",88.75,"Supermarkets"
04/13/2019,04/13/2019,"LOWE'S OF OLATHE, KS OLATHE KS",139.96,"Home Improvement"
04/13/2019,04/13/2019,"SHERWIN WILLIAMS 707530 OLATHE KS",82.69,"Home Improvement"
04/13/2019,04/13/2019,"TARGET OLATHE KS",4.38,"Supermarkets"
04/13/2019,04/13/2019,"TST* MCLAIN S BAKERY - O KANSAS CITY MO",3.62,"Restaurants"
04/14/2019,04/14/2019,"HY VEE 1463 OLATHE KS",5.35,"Supermarkets"
04/14/2019,04/14/2019,"HY VEE 1463 OLATHE KS",8.52,"Supermarkets"
04/14/2019,04/14/2019,"PETSMART # 0237 OVERLAND PARKKS",74.18,"Merchandise"
04/14/2019,04/14/2019,"TARGET.COM * 800-591-3869 MN",10.95,"Merchandise"
04/14/2019,04/14/2019,"TARGET.COM * 800-591-3869 MN",52.60,"Merchandise"
04/14/2019,04/14/2019,"THE PET RANCH OLATHE KS",108.15,"Services"
04/15/2019,04/15/2019,"AMZN MKTP US*MZ1N81T31 AMZN.COM/BILLWA5FNLJZX7RYT",29.98,"Merchandise"
04/16/2019,04/17/2019,"9640 AMC ONLINE 888-440-4262 KS",81.76,"Travel/ Entertainment"
04/16/2019,04/17/2019,"AMAZON.COM*MZ0A393U0 AMZN.COM/BILLWA2SLYU54A8WA",211.90,"Merchandise"
04/16/2019,04/17/2019,"POTTERY BARN KIDS E-CO 800-290-8181 CA7149 15554256744633910",108.38,"Merchandise"
04/16/2019,04/17/2019,"STAR FUEL CENTERS 443 OVERLAND PARKKS",40.51,"Gasoline"
04/17/2019,04/17/2019,"FRIENDS LIQUOR OVERLAND PARKKS",10.79,"Merchandise"
04/17/2019,04/17/2019,"J CREW FACTORY.COM 212-209-2500 VA",111.06,"Merchandise"
04/17/2019,04/17/2019,"QT 210 OVERLAND PARKKS",24.52,"Gasoline"
04/17/2019,04/17/2019,"TST* MCLAIN S BAKERY - O KANSAS CITY MO",3.18,"Restaurants"
04/17/2019,04/17/2019,"TUESDAY MORNING # 0016 OVERLAND PARKKS",11.00,"Merchandise"
04/18/2019,04/18/2019,"ALDI 46051 OVERLAND PAR KS",8.55,"Supermarkets"
04/18/2019,04/18/2019,"AMAZON.COM*MZ2T24EL0 AMZN.COM/BILLWA4VOFPJJNW1T",432.65,"Merchandise"
04/18/2019,04/18/2019,"TST* MCLAIN S BAKERY - O KANSAS CITY MO",6.45,"Restaurants"
04/19/2019,04/19/2019,"AMAZON.COM*MZ4B12GS1 AMZN.COM/BILLWA1S5DZ7LOSO7",18.59,"Merchandise"
04/19/2019,04/19/2019,"LENEXA PARKS AND REC LENEXA KS",30.00,"Travel/ Entertainment"
04/19/2019,04/19/2019,"SAWASDEE THAI CUISINE OVERLAND PARKKS",27.00,"Restaurants"
04/19/2019,04/19/2019,"SQ *BLACKDOG COFFEEHOU LENEXA KS0002305843012143930018",3.19,"Restaurants"
04/20/2019,04/20/2019,"AMZN MKTP US*MZ2FN6T32 AMZN.COM/BILLWA4KXSNUD6I2R",53.77,"Merchandise"
04/20/2019,04/20/2019,"CHARLIES CAR WASH #6 OLATHE KS",8.76,"Automotive"
04/20/2019,04/20/2019,"GOODWILL OVERLAND PARK OVERLAND PARKKS",4.88,"Merchandise"
04/20/2019,04/20/2019,"LOWE'S OF OLATHE, KS OLATHE KS",835.00,"Home Improvement"
04/20/2019,04/20/2019,"NILL BROS SPORTS OP OVERLAND PARKKS",58.91,"Merchandise"
04/20/2019,04/20/2019,"PETSMART # 0241 OLATHE KS",86.49,"Merchandise"
04/20/2019,04/20/2019,"PLAYITAGAINSP #11506 OVERLAND PARKKS02026R",13.08,"Merchandise"
04/20/2019,04/20/2019,"STARBUCKS STORE 09649 OLATHE KS00RDICPDOHLD686777",2.32,"Restaurants"
04/20/2019,04/20/2019,"TRADER JOE'S #723 QPS LEAWOOD KS",108.84,"Supermarkets"
04/21/2019,04/21/2019,"HY VEE 1463 OLATHE KS",22.57,"Supermarkets"
04/21/2019,04/21/2019,"OLD NAVY ON-LINE 800-OLDNAVY OH",59.77,"Merchandise"
04/22/2019,04/22/2019,"3ACOMPANYKITCHEN 877-280 MERRIAM KS",1.63,"Restaurants"
04/22/2019,04/22/2019,"HARRYS LIQUOR LEAWOOD KS",15.11,"Merchandise"
04/22/2019,04/22/2019,"TRADER JOE'S #723 QPS LEAWOOD KS",16.10,"Supermarkets"
04/23/2019,04/23/2019,"DSW. 866-379-7463 OHDSW.",38.31,"Merchandise"
04/23/2019,04/23/2019,"WALGREENS #4221 OVERLAND PARKKS",9.14,"Merchandise"
04/24/2019,04/24/2019,"APL*ITUNES.COM/BILL 866-712-7753 CAMSS4HG1BT0A0",0.99,"Merchandise"
04/24/2019,04/24/2019,"CHIPOTLE 0015 OVERLAND PARKKS",7.58,"Restaurants"
04/24/2019,04/24/2019,"CVS/PHARMACY #08585 OVERLAND PARKKS",5.77,"Merchandise"
04/24/2019,04/24/2019,"LAMARS DONUTS 01 OVERLAND PARKKS",12.75,"Restaurants"
04/24/2019,04/24/2019,"SMITTY'S WINE AND OVERLAND PARKKS",6.47,"Merchandise"
04/24/2019,04/24/2019,"SP * WILDBIRD BABY 385-645-5228 UT",86.20,"Merchandise"
04/24/2019,04/24/2019,"TST* MCLAIN S BAKERY - O KANSAS CITY MO",2.18,"Restaurants"
04/25/2019,04/25/2019,"3 WOMEN AND AN OVEN OVERLAND PARKKS",19.18,"Merchandise"
04/25/2019,04/25/2019,"3ACOMPANYKITCHEN 877-280 MERRIAM KS",1.63,"Restaurants"
04/25/2019,04/25/2019,"DUNKIN #348358 Q35 OVERLAND PK KS",10.90,"Restaurants"
04/25/2019,04/25/2019,"HY VEE 1463 OLATHE KS",38.41,"Supermarkets"
04/25/2019,04/25/2019,"SONIC DRIVE IN #6122 9999999999 KS",18.94,"Restaurants"
04/25/2019,04/25/2019,"SONIC DRIVE IN #6122 OVERLAND PARKKS",2.72,"Restaurants"
04/26/2019,04/26/2019,"AMZN MKTP US*MZ75H7QZ0 AMZN.COM/BILLWA42XILO06MZQ",6.88,"Merchandise"
04/26/2019,04/26/2019,"SMITTY'S WINE AND OVERLAND PARKKS",12.41,"Merchandise"
04/26/2019,04/26/2019,"STAR FUEL CENTERS 443 OVERLAND PARKKS",32.66,"Gasoline"
04/26/2019,04/26/2019,"STAR FUEL CENTERS 443 OVERLAND PARKKS",41.30,"Gasoline"
04/26/2019,04/26/2019,"SUNSET GRILL OVERLAND PARKKS",13.82,"Restaurants"
04/27/2019,04/27/2019,"ALDI 46095 OLATHE KS",66.71,"Supermarkets"
04/27/2019,04/27/2019,"CARPET CORNER-OLATHE OLATHE KS",2500.00,"Merchandise"
04/27/2019,04/27/2019,"INTERNET PAYMENT - THANK YOU",-3611.28,"Payments and Credits"
04/27/2019,04/27/2019,"LOWE'S OF OLATHE, KS OLATHE KS",21.90,"Home Improvement"
04/27/2019,04/27/2019,"RYE RESTAURANT LEAWOOD KS",120.42,"Restaurants"
04/27/2019,04/27/2019,"TARGET OLATHE KS",39.46,"Supermarkets"
04/28/2019,04/28/2019,"CASHBACK BONUS REDEMPTION PYMT/STMT CRDT",-47.50,"Awards and Rebate Credits"
04/28/2019,04/28/2019,"NETFLIX.COM NETFLIX.COM CANETFLIX.COM",15.99,"Services"
04/28/2019,04/28/2019,"URBAN AIR TRAMPOLINE P OVERLAND PARKKS",28.37,"Travel/ Entertainment"
04/29/2019,04/29/2019,"3ACOMPANYKITCHEN 877-280 MERRIAM KS",1.63,"Restaurants"
04/29/2019,04/29/2019,"AMZN MKTP US*MZ2I90SC0 AMZN.COM/BILLWA281WF06P3HT",11.86,"Merchandise"
04/29/2019,04/29/2019,"SQ *BLACKDOG COFFEEHOU LENEXA KS0002305843012163300100",2.97,"Restaurants"
04/29/2019,04/29/2019,"TARGET OVERLAND PARKKS",43.99,"Supermarkets"
04/30/2019,04/30/2019,"CHEWY.COM 800-672-4399 FLPMT-154323534",66.33,"Merchandise"
04/30/2019,04/30/2019,"SQ *BLACKDOG COFFEEHOU LENEXA KS0002305843012164840332",3.19,"Restaurants"
05/01/2019,05/01/2019,"BBX*BIRCHBOX INC 877-487-7272 NYBBX*BIRCHBOX INC",10.00,"Merchandise"
05/01/2019,05/01/2019,"CHICK-FIL-A #01846 OLATHE KS",12.92,"Restaurants"
05/01/2019,05/01/2019,"IPSY *GLAM BAG HELP.IPSY.COMCA0071KOWH",10.00,"Merchandise"
05/01/2019,05/01/2019,"OLD NAVY US 7817 OLATHE KS00111R",38.66,"Merchandise"
05/01/2019,05/01/2019,"SQ *BLACKDOG COFFEEHOU LENEXA KS0002305843012166631757",3.19,"Restaurants"
05/01/2019,05/03/2019,"OLD NAVY ON-LINE 800-OLDNAVY OH",-16.42,"Payments and Credits"
05/03/2019,05/03/2019,"AMAZON WEB SERVICES AWS.AMAZON.COWA4K30GLLSPAM",0.80,"Services"
05/03/2019,05/03/2019,"LAMARS DONUTS KU OVERLAND PARKKS",2.41,"Restaurants"
05/03/2019,05/03/2019,"LAMARS DONUTS KU OVERLAND PARKKS",3.92,"Restaurants"
05/03/2019,05/03/2019,"MARSHALLS #0609 OLATHE KS",60.69,"Merchandise"
05/03/2019,05/03/2019,"MICRO CENTER #191 RETAIL OVERLAND PARKKS",55.04,"Merchandise"
05/03/2019,05/03/2019,"SQ *BLACKDOG COFFEEHOU LENEXA KS0001152921508549283737",2.00,"Restaurants"
05/03/2019,05/03/2019,"SQ *BLACKDOG COFFEEHOU LENEXA KS0001152921508549009022",2.97,"Restaurants"
05/03/2019,05/03/2019,"SQ *REVOCUP SOUTH OVERLAND PARKKS0002305843012170482234",3.45,"Restaurants"
05/03/2019,05/03/2019,"TST* MCLAIN S BAKERY - O KANSAS CITY MO",3.18,"Restaurants"
05/04/2019,05/04/2019,"ALDI 46051 OVERLAND PAR KS",49.52,"Supermarkets"
05/04/2019,05/04/2019,"MINIT MART EG 772 OLATHE KS",25.17,"Gasoline"
05/04/2019,05/04/2019,"MINIT MART EG 772 OLATHE KS",31.87,"Gasoline"
05/04/2019,05/04/2019,"STARBUCKS STORE 51249 OVERLAND PARKKS04HL28QVVPKS709560",2.29,"Restaurants"
05/04/2019,05/04/2019,"TRADER JOE'S #723 QPS LEAWOOD KS",92.19,"Supermarkets"
05/05/2019,05/05/2019,"BR FACTORY US 1632 KANSAS CITY KS00543R",30.22,"Merchandise"
05/05/2019,05/05/2019,"BR FACTORY US 1632 KANSAS CITY KS00574R",49.43,"Merchandise"
05/05/2019,05/05/2019,"BR FACTORY US 1632 KANSAS CITY KS00595R",104.62,"Merchandise"
05/05/2019,05/05/2019,"DAVE & BUSTERS 49 PWC KANSAS CITY KS",9.00,"Travel/ Entertainment"
05/05/2019,05/05/2019,"INTERNET PAYMENT - THANK YOU",-3128.28,"Payments and Credits"
05/05/2019,05/05/2019,"J CREW FACTORY #120 KANSAS CITY KS",13.27,"Merchandise"
05/05/2019,05/05/2019,"PRAIRIE OVERLAND-CKFR OVERLAND PARKKS",53.46,"Travel/ Entertainment"
05/05/2019,05/05/2019,"TARGET OVERLAND PARKKS",42.26,"Supermarkets"
05/06/2019,05/06/2019,"3ACOMPANYKITCHEN 877-280 MERRIAM KS",1.63,"Restaurants"
05/06/2019,05/06/2019,"DICK'S CLOTHING&SPORTING LEAWOOD KS",52.37,"Merchandise"
05/06/2019,05/06/2019,"GOOGLE *GOOGLE STORAGE 855-836-3987 CAP0NDC2W0",1.99,"Merchandise"
05/06/2019,05/06/2019,"WAL-MART SC - #3273 OVERLAND PARKKS",20.88,"Supermarkets"
05/06/2019,05/06/2019,"WAL-MART SC - #3273 OVERLAND PARKKS",22.54,"Supermarkets"
05/07/2019,05/07/2019,"MCDONALD'S F19725 OLATHE KS",2.82,"Restaurants"
05/08/2019,05/08/2019,"3ACOMPANYKITCHEN 877-280 MERRIAM KS",1.63,"Restaurants"
05/08/2019,05/08/2019,"ALDI 46051 OVERLAND PAR KS",54.08,"Supermarkets"
05/08/2019,05/08/2019,"GOODWILL OVERLAND PARK OVERLAND PARKKS",23.37,"Merchandise"
05/08/2019,05/08/2019,"MCDONALD'S F19725 OLATHE KS",1.41,"Restaurants"
05/08/2019,05/08/2019,"PRIME VIDEO*MN8A25CQ2 888-802-3080 WA16LVN1LMOR3",14.99,"Merchandise"
05/08/2019,05/08/2019,"SMITTYS WINE AND SPIRITS OVERLAND PARKKS",12.41,"Merchandise"
05/09/2019,05/09/2019,"AMAZON PRIME AMZN.COM/BILLWA7DYPHNRNJXB",12.99,"Merchandise"
05/09/2019,05/09/2019,"AMAZON.COM*MN1OP4FI0 AMZN.COM/BILLWA2V1Q6JMSGB2",32.94,"Merchandise"
05/09/2019,05/09/2019,"SP * PROOZYFIT 866-681-7798 MN",18.75,"Merchandise"
05/09/2019,05/09/2019,"STAR FUEL CENTERS 443 OVERLAND PARKKS",42.13,"Gasoline"
05/10/2019,05/10/2019,"LAMARS DONUTS KU OVERLAND PARKKS",3.92,"Restaurants"
05/10/2019,05/10/2019,"OP FARMSTEAD OVERLAND PARKKS",50.00,"Services"
05/10/2019,05/10/2019,"PRIDE CLEANERS #47 OVERLAND PARKKS",63.06,"Services"
05/10/2019,05/10/2019,"SQ *BLACKDOG COFFEEHOU LENEXA KS0002305843012184578916",3.19,"Restaurants"
05/10/2019,05/10/2019,"TRADER JOE'S #723 QPS LEAWOOD KS",20.33,"Supermarkets"
05/11/2019,05/11/2019,"HY VEE 1463 OLATHE KS",9.84,"Supermarkets"
05/12/2019,05/12/2019,"ALDI 46051 OVERLAND PAR KS",49.90,"Supermarkets"
05/12/2019,05/12/2019,"ARBOR CREEK ACE HDWE OLATHE KS",11.47,"Home Improvement"
05/12/2019,05/12/2019,"BANFIELD-PET*WPPAYMENT 866-894-7927 WA",38.95,"Merchandise"
05/12/2019,05/12/2019,"HY VEE 1463 OLATHE KS",25.63,"Supermarkets"
05/12/2019,05/17/2019,"SCI ST JOSEPH SAINT JOSEPH MO",166.32,"Travel/ Entertainment"
05/13/2019,05/13/2019,"HEN HOUSE #24 LEAWOOD KS",8.80,"Supermarkets"
05/13/2019,05/13/2019,"HY VEE 1463 OLATHE KS",14.42,"Supermarkets"
05/14/2019,05/14/2019,"CHIPOTLE 0015 OVERLAND PARKKS",7.58,"Restaurants"
05/14/2019,05/14/2019,"DSW. 866-379-7463 OHDSW.",38.13,"Merchandise"
05/14/2019,05/14/2019,"STARBUCKS STORE 13646 OVERLAND PARKKS016P34I4UJF9709560",2.29,"Restaurants"
05/14/2019,05/14/2019,"THE OTHER PLACE SOUTH OLATHE KS",12.95,"Restaurants"
05/15/2019,05/15/2019,"MI RANCHITO 4 OLATHE KS",39.99,"Restaurants"
05/15/2019,05/17/2019,"NORDSTROM DIRECT #0808 CEDAR RAPIDS IA",38.32,"Department Stores"
05/16/2019,05/17/2019,"BP#9497686KC PRIME DBA J OVERLAND PARKKS",41.29,"Gasoline"
05/16/2019,05/17/2019,"HOMEGOODS #0771 OVERLAND PARKKS",150.31,"Merchandise"
05/16/2019,05/17/2019,"QT 269 OVERLAND PARKKS",4.33,"Gasoline"
05/16/2019,05/17/2019,"SQ *BLACKDOG COFFEEHOU LENEXA KS0002305843012196007738",3.19,"Restaurants"
05/16/2019,05/17/2019,"TARGET OVERLAND PARKKS",10.78,"Supermarkets"
05/17/2019,05/17/2019,"3ACOMPANYKITCHEN 877-280 MERRIAM KS",1.63,"Restaurants"
05/17/2019,05/17/2019,"BP#9497462COLLEGE AMOCO OVERLAND PARKKS",23.51,"Gasoline"
05/17/2019,05/17/2019,"LAMARS DONUTS KU OVERLAND PARKKS",3.92,"Restaurants"
05/17/2019,05/17/2019,"LOWE'S OF OLATHE, KS OLATHE KS",1.62,"Home Improvement"
05/17/2019,05/17/2019,"LOWE'S OF OLATHE, KS OLATHE KS",68.42,"Home Improvement"
05/17/2019,05/17/2019,"METCALF DISCOUNT LIQUOR2 OLATHE KS",15.11,"Merchandise"
05/17/2019,05/17/2019,"WAL-MART SC - #3273 OVERLAND PARKKS",107.91,"Supermarkets"
05/18/2019,05/18/2019,"ALDI 46051 OVERLAND PAR KS",75.43,"Supermarkets"
05/18/2019,05/18/2019,"AMZN MKTP US*MN79L2B71 AMZN.COM/BILLWA9KZ6T6GNIAM",137.52,"Merchandise"
05/18/2019,05/18/2019,"LOWE'S OF OLATHE, KS OLATHE KS",2.82,"Home Improvement"
05/18/2019,05/18/2019,"LOWE'S OF OLATHE, KS OLATHE KS",106.34,"Home Improvement"
05/18/2019,05/18/2019,"LOWE'S OF OLATHE, KS OLATHE KS",140.30,"Home Improvement"
05/18/2019,05/18/2019,"MINIT MART EG 772 OLATHE KS",25.70,"Gasoline"
05/18/2019,05/18/2019,"SAWASDEE THAI CUISINE OVERLAND PARKKS",14.00,"Restaurants"
05/18/2019,05/18/2019,"TARGET OLATHE KS",57.42,"Supermarkets"
05/19/2019,05/19/2019,"ACADEMY SPORTS# 188 OLATHE KS",51.99,"Merchandise"
05/19/2019,05/19/2019,"SP * 47 781-320-1384 MA",30.50,"Merchandise"
05/19/2019,05/19/2019,"TARGET OVERLAND PARKKS",14.71,"Supermarkets"
05/19/2019,05/19/2019,"TST* MCLAIN S BAKERY - O KANSAS CITY MO",8.91,"Restaurants"
05/19/2019,05/20/2019,"TARGET OVERLAND PARKKS",-27.68,"Payments and Credits"
05/21/2019,05/21/2019,"ALDI 46051 OVERLAND PAR KS",19.46,"Supermarkets"
05/21/2019,05/21/2019,"CASHBACK BONUS REDEMPTION PYMT/STMT CRDT",-80.41,"Awards and Rebate Credits"
05/22/2019,05/22/2019,"INTERNET PAYMENT - THANK YOU",-2497.36,"Payments and Credits"
05/22/2019,05/22/2019,"PAYIT KS DMV 800-268-9153 MO",563.24,"Government Services"
05/22/2019,05/22/2019,"Q39 SOUTH OVERLAND PARKKS",16.09,"Restaurants"
05/22/2019,05/22/2019,"SONIC DRIVE IN #3317 9136853600 KS",11.85,"Restaurants"
05/22/2019,05/22/2019,"SONIC DRIVE IN #3317 STANLEY KS",3.25,"Restaurants"
05/22/2019,05/22/2019,"WALMART GROCERY 800-966-6546 AR",42.29,"Supermarkets"
05/23/2019,05/23/2019,"FRIENDS LIQUOR OVERLAND PARKKS",22.66,"Merchandise"
05/23/2019,05/23/2019,"TST* MCLAIN S BAKERY - O KANSAS CITY MO",5.80,"Restaurants"
05/24/2019,05/24/2019,"AMAZON.COM*MN26F87Q1 AMZN.COM/BILLWA2GT7W2Z0TKH",19.21,"Merchandise"
05/24/2019,05/24/2019,"AMZN MKTP US*MN95R87U1 AMZN.COM/BILLWA1I8C1VV7O4M",11.97,"Merchandise"
05/24/2019,05/24/2019,"APL*ITUNES.COM/BILL 866-712-7753 CAMSS601GKZZA0",0.99,"Merchandise"
05/24/2019,05/24/2019,"BLUE VALLEY SCHOOLS 913-2394016 KS",180.00,"Education"
05/24/2019,05/24/2019,"CRATEANDBARREL/CB2 6305799000 IL",34.01,"Merchandise"
05/24/2019,05/24/2019,"GAP US 1212 LEAWOOD KS02458R",18.29,"Merchandise"
05/24/2019,05/24/2019,"SAWASDEE THAI CUISINE OVERLAND PARKKS",11.73,"Restaurants"
05/24/2019,05/24/2019,"SQ *BLACKDOG COFFEEHOU LENEXA KS0002305843012213402437",4.55,"Restaurants"
05/25/2019,05/25/2019,"AMZN MKTP US*MN2CD09E1 AMZN.COM/BILLWA72PW9JIFZQW",27.78,"Merchandise"
05/25/2019,05/25/2019,"HY VEE 1463 OLATHE KS",21.29,"Supermarkets"
05/25/2019,05/25/2019,"INTERNET PAYMENT - THANK YOU",-649.79,"Payments and Credits"
05/25/2019,05/25/2019,"STUBHUB, INC. 866-788-2482 CA",83.72,"Travel/ Entertainment"
05/25/2019,05/25/2019,"TRADER JOE'S #723 QPS LEAWOOD KS",77.48,"Supermarkets"
05/26/2019,05/26/2019,"METCALF DISCOUNT LIQUOR2 OLATHE KS",9.71,"Merchandise"
05/27/2019,05/27/2019,"ALDI 46051 OVERLAND PAR KS",27.89,"Supermarkets"
05/27/2019,05/27/2019,"GOODWILL OVERLAND PARK OVERLAND PARKKS",7.06,"Merchandise"
05/27/2019,05/27/2019,"HY-VEE GAS 5509 OVERLAND PARKKS",39.90,"Gasoline"
05/27/2019,05/27/2019,"OLD NAVY US 5765 OVERLAND PARKKS02772R",19.09,"Merchandise"
05/28/2019,05/28/2019,"AMAZON.COM*MN0CZ79U2 AMZN.COM/BILLWA53PBV0B12I0",4.37,"Merchandise"
05/28/2019,05/28/2019,"TARGET.COM * 800-591-3869 MN",16.03,"Merchandise"
05/28/2019,05/28/2019,"TARGET.COM * 800-591-3869 MN",20.13,"Merchandise"
05/29/2019,05/29/2019,"3ACOMPANYKITCHEN 877-280 MERRIAM KS",1.63,"Restaurants"
05/29/2019,05/29/2019,"AMAZON.COM*MN27T8UK2 AMZN.COM/BILLWA4C1MQ4EUW0P",6.51,"Merchandise"
05/29/2019,05/29/2019,"CASEYS OLATHE OLATHE KS",23.12,"Gasoline"
05/29/2019,05/29/2019,"HY VEE 1463 OLATHE KS",45.99,"Supermarkets"
05/29/2019,05/29/2019,"JIMMY JOHNS - 1471 OVERLAND PARKKS",9.80,"Restaurants"
05/29/2019,05/29/2019,"SONIC DRIVE IN #3469 OLATHE KS",2.51,"Restaurants"
05/30/2019,05/30/2019,"FRIENDS LIQUOR OVERLAND PARKKS",9.17,"Merchandise"
05/30/2019,05/30/2019,"JOHNSON COUNTY LIBRARY OVERLAND PARKKS",21.90,"Government Services"
05/30/2019,05/30/2019,"TARGET.COM * 800-591-3869 MN",11.37,"Merchandise"
05/31/2019,05/31/2019,"INTERNET PAYMENT - THANK YOU",-740.86,"Payments and Credits"
05/31/2019,05/31/2019,"JIMMY JOHNS - 1471 OVERLAND PARKKS",7.63,"Restaurants"
05/31/2019,05/31/2019,"ONEIL AUTOMOTIVE INC OVERLAND PARKKS",57.03,"Merchandise"
05/31/2019,05/31/2019,"SONIC DRIVE IN #3317 STANLEY KS",1.08,"Restaurants"
05/31/2019,05/31/2019,"SUNSET GRILL OVERLAND PARKKS",10.82,"Restaurants"
05/31/2019,05/31/2019,"TARGET OVERLAND PARKKS",62.27,"Supermarkets"
05/31/2019,06/02/2019,"TARGET OVERLAND PARKKS",-20.13,"Payments and Credits"
06/01/2019,06/01/2019,"ARBOR CREEK ACE HDWE OLATHE KS",262.73,"Home Improvement"
06/01/2019,06/01/2019,"DAIRY QUEEN #11581 OLATHE KS",9.30,"Restaurants"
06/01/2019,06/01/2019,"IPSY *GLAM BAG HELP.IPSY.COMCA007AEWT0",10.00,"Merchandise"
06/01/2019,06/01/2019,"PRICE CHOPPER 500 LEAWOOD KS",3.45,"Supermarkets"
06/02/2019,06/02/2019,"ALDI 46051 OVERLAND PAR KS",48.20,"Supermarkets"
06/02/2019,06/02/2019,"CLOTHES MENTOR OVERLAND OVERLAND PARKKS",27.28,"Merchandise"
06/02/2019,06/02/2019,"ONCE UPON A CHLD#21068 OVERLAND PARKKS00269R",10.91,"Merchandise"
06/02/2019,06/02/2019,"TRADER JOE'S #723 QPS LEAWOOD KS",77.21,"Supermarkets"
06/03/2019,06/03/2019,"AMAZON WEB SERVICES AWS.AMAZON.COWA5S9JYEQM15N",0.80,"Services"
06/03/2019,06/03/2019,"AMAZON.COM*M633O8F02 AMZN.COM/BILLWA4SRBO019DFE",23.51,"Merchandise"
06/03/2019,06/03/2019,"AMAZON.COM*MN1081W50 AMZN.COM/BILLWA7AVXKKJK0PU",19.68,"Merchandise"
06/03/2019,06/03/2019,"AMAZON.COM*MN5536WV0 AMZN.COM/BILLWA6MBBI31Q0P3",14.28,"Merchandise"
06/03/2019,06/03/2019,"CHIPOTLE 0015 OVERLAND PARKKS",7.58,"Restaurants"
06/03/2019,06/03/2019,"SP * HARPER KATE & CO 318-393-2791 LA",15.00,"Merchandise"
06/04/2019,06/04/2019,"BODEN SERVICES INC BODENUSA.COM PAL201628659",38.60,"Merchandise"
06/04/2019,06/04/2019,"FRIENDS LIQUOR OVERLAND PARKKS",20.50,"Merchandise"
06/04/2019,06/04/2019,"HY VEE 1463 OLATHE KS",10.37,"Supermarkets"
06/05/2019,06/05/2019,"JOHNSON CTY MV MISSION MISSION KS",95.48,"Government Services"
06/05/2019,06/05/2019,"MUNICIPAYLLC-SERVICE FEE PORTLAND ME",3.00,"Government Services"
06/05/2019,06/05/2019,"NORDSTROM DIRECT #0808 CEDAR RAPIDS IA",76.58,"Department Stores"
06/05/2019,06/05/2019,"PRAIRIE OVERLAND-CKFR OVERLAND PARKKS",53.46,"Travel/ Entertainment"
06/06/2019,06/06/2019,"GOODWILL OVERLAND PARK OVERLAND PARKKS",5.44,"Merchandise"
